epoch,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,val_precision,val_recall,val_f1
1,0.5973766344984883,0.4995869023855342,0.43929193645792325,0.5902000277541405,0.3112903104515646,0.44283491165138955,0.6351052983555683,0.6134515525989754,0.5902000277541405
2,0.4615692770573045,0.39424425779387007,0.5190705045923629,0.6243588494700055,0.38333800374733756,0.47723266309083895,0.5919766758763513,0.7435768551604692,0.6243588494700055
3,0.3875046610295926,0.32239190350438274,0.5557492614788384,0.6599149530710176,0.4166629360581731,0.5159146390682043,0.6326859797849211,0.7496078243089277,0.6599149530710176
4,0.3376884491477344,0.27001483773076257,0.5761129713993146,0.6707758286664652,0.43578761021168494,0.5280514905272529,0.6731272686359494,0.7194664492163547,0.6707758286664652
5,0.30188647437371446,0.2422807331002036,0.5995325110182358,0.6742400440365769,0.4587044898219464,0.5309331656195396,0.7165907001079515,0.6836129863594853,0.6742400440365769
6,0.2816495803067494,0.24099751717822496,0.6122012042600882,0.6681094391401424,0.4696983908779517,0.524151191461918,0.7426489844571712,0.6533878324336784,0.6681094391401424
7,0.2764509318726841,0.22524966299533844,0.6126643079488627,0.6836152846036956,0.47183894157256445,0.5413047026756198,0.709326061398484,0.7070673860089723,0.6836152846036956
8,0.2635825154752229,0.2211959755351377,0.6271398796060704,0.6832034882417944,0.4861787888377062,0.5453165118084398,0.7663143665291542,0.6674514790607053,0.6832034882417944
9,0.26103798079766466,0.21906681272179582,0.6288506056931454,0.6888085496287013,0.4878572326699382,0.5501915964969369,0.7101875297551932,0.7221039287572684,0.6888085496287013
10,0.25450380763235314,0.21890023731908134,0.6358602822286611,0.6907605497643005,0.4951118420436021,0.5524825620096784,0.7142790954473407,0.717463554684506,0.6907605497643005
11,0.2558253577941488,0.207161195056383,0.6327500938986138,0.7060638960710791,0.4924986629069311,0.5670711304559264,0.7068084374416707,0.7534464289282643,0.7060638960710791
12,0.24724243784318548,0.22214869851636332,0.6416451431485252,0.6806583782268125,0.5019578206661734,0.5411341339349747,0.7354502851186797,0.6775602362183637,0.6806583782268125
13,0.25018912530803433,0.22929464219961054,0.637559657691377,0.6698440479677777,0.4975659823509599,0.5270946639221769,0.7273529040258985,0.6659354553666226,0.6698440479677777
14,0.2500759513909835,0.2113830729625946,0.6390062823010594,0.6963390049546264,0.499669113433453,0.5595710028049558,0.7380620896123177,0.7109570489373318,0.6963390049546264
15,0.24324916477451594,0.20246333654883297,0.6504232679280646,0.7078219361083452,0.5099446109297343,0.5723985111297563,0.7805309642192929,0.6936446092156476,0.7078219361083452
16,0.2398010224372072,0.20781642085937566,0.6532557223633813,0.7073432664538539,0.513699684933709,0.5723187239017598,0.7074271482090617,0.76006058898083,0.7073432664538539
17,0.2400740501506776,0.21275457263339398,0.6565495130143926,0.6941296624582868,0.5159040362715415,0.5557015302569367,0.7352128777393075,0.7026886506829151,0.6941296624582868
18,0.24078981534297791,0.2086828628251719,0.6542025953914329,0.7028926205496455,0.5154773889822948,0.5647193158781806,0.7521988195042277,0.6996431655662004,0.7028926205496455
19,0.23735546671179694,0.2019861437553583,0.6567180889124735,0.7108623939891194,0.5179666133626223,0.5733780400004498,0.7781348581923995,0.6903318669213805,0.7108623939891194
20,0.235724314568435,0.21234932550510696,0.6588857755792784,0.6946009778699209,0.519568354159517,0.5571061268795369,0.7558972586032956,0.6793887722630834,0.6946009778699209
